Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEB-JUL
 01/10  16 ,27.13333333,18.83333333,159.6285333,689.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  17 ,27.2,20.5,126.7203333,550.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  18 ,26.46666667,23.66666667,65.90253333,281.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  19 ,24.83333333,27.5,2.5989,4.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  20 ,22.38333333,31.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  21 ,22.18333333,31.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  22 ,20.66666667,34.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  23 ,19.48333333,39.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/10  24 ,19.06666667,42.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  01 ,18.66666667,43.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  02 ,17.81666667,46.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  03 ,16.88333333,49.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  04 ,15.93333333,53.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  05 ,15.5,56.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  06 ,15.03333333,57.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  07 ,14.61666667,56.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  08 ,15.31666667,50.5,17.35883333,79.15833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  09 ,18.15,38.16666667,69.70766667,444.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  10 ,20.78333333,39.33333333,112.4897333,645.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  11 ,21.53333333,40.16666667,148.4251667,726.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  12 ,22.76666667,38.66666667,172.1843,769.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  13 ,24.16666667,34.33333333,181.7731167,787.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  14 ,25.45,30.33333333,198.0811667,751.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  15 ,26.13333333,26.83333333,204.7576167,672.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  16 ,26.78333333,24.16666667,191.1040833,577.9666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  17 ,27.1,22.33333333,151.0596333,398.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  18 ,26.55,21.66666667,70.54405,140.3466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  19 ,24.88333333,24.5,2.68845,2.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  20 ,21.88333333,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  21 ,20.91666667,40.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  22 ,20.21666667,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  23 ,19.66666667,41.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/11  24 ,18.53333333,44.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  01 ,18.15,39.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  02 ,18.1,32.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  03 ,18.38333333,26.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  04 ,17.51666667,29.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  05 ,17.38333333,33.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  06 ,17.08333333,40.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  07 ,15.95,42.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  08 ,15.76666667,39.66666667,18.74428333,65.57816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  09 ,17.26666667,37.16666667,80.83125,386.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  10 ,19.11666667,32.66666667,119.1723,622.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  11 ,20.4,30.16666667,144.1742333,737.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  12 ,21.58333333,26.66666667,166.8443833,789.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  13 ,23.1,24.83333333,178.4861833,808.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  14 ,24.05,22.83333333,202.1085833,762.4166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  15 ,24.7,21.66666667,212.91755,679.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  16 ,25.3,20.66666667,190.7892667,595.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  17 ,25.8,19.66666667,144.9143333,436.3833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  18 ,25.35,20.66666667,68.00943333,178.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  19 ,23.4,25.16666667,2.66125,2.961666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  20 ,20.33333333,31.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  21 ,19.01666667,34.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  22 ,18.48333333,35.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  23 ,18,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/12  24 ,17.66666667,32.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  01 ,16.78333333,32.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  02 ,16.01666667,37.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  03 ,15.76666667,39.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  04 ,14.88333333,40.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  05 ,13.76666667,45.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  06 ,13.83333333,46.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  07 ,12.65,50.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  08 ,12.78333333,50.33333333,15.83108333,101.5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  09 ,16.36666667,40.16666667,59.4042,504.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  10 ,17.98333333,34,105.4314667,692.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  11 ,19.46666667,29.33333333,121.3849333,788.7166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  12 ,20.85,24.5,137.0226667,849.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  13 ,22.56666667,21,145.2998667,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  14 ,23.61666667,20,156.0518167,863.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  15 ,24.93333333,17,170.17775,782.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  16 ,25.88333333,14.66666667,171.8754833,639.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  17 ,25.95,14.33333333,137.0996167,453.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  18 ,25.55,14.66666667,63.14658333,177.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  19 ,22.91666667,19.66666667,2.195133333,2.551666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  20 ,20.48333333,24.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  21 ,20.03333333,26.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  22 ,17.9,32.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  23 ,15.98333333,34.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/13  24 ,14.76666667,35.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  01 ,13.63333333,37.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  02 ,12.6,38.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  03 ,11.71666667,41.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  04 ,11,44.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  05 ,10.4,45.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  06 ,9.616666667,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  07 ,8.9,50.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  08 ,8.483333333,52.5,23.65113333,33.52366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  09 ,11.38333333,43,77.14535,278.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  10 ,13.75,33.33333333,122.0566667,644.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  11 ,15.08333333,30.83333333,170.7370167,718.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  12 ,16.85,26.83333333,258.1649167,581.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  13 ,17.46666667,25.66666667,228.2421167,702.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  14 ,18.83333333,24,263.9417,636.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  15 ,20.6,21.83333333,242.0365,652.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  16 ,21.46666667,20,204.47035,599.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  17 ,21.88333333,19.66666667,153.5806167,489.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  18 ,21.5,20,76.79948333,256.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  19 ,19.16666667,24.66666667,2.940216667,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  20 ,16.53333333,30.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  21 ,16.06666667,32.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  22 ,15.78333333,33.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  23 ,15.76666667,33.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/14  24 ,13.66666667,39.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  01 ,12.33333333,42.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  02 ,11.53333333,45.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  03 ,10.9,48.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  04 ,11.05,48.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  05 ,10.9,49.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  06 ,9.75,53.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  07 ,8.766666667,56.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  08 ,8.7,55.5,11.3525,85.35966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  09 ,11.96666667,45.83333333,48.12715,596.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  10 ,14.13333333,39.33333333,75.0585,807.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  11 ,15.28333333,36,94.96435,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  12 ,17.33333333,30.5,110.0058167,926.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  13 ,19.16666667,26.66666667,114.6085833,948.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  14 ,20.5,23.33333333,122.1972333,948.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  15 ,22.16666667,19.33333333,128.8160833,919.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  16 ,23.15,15.5,126.9994333,857.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  17 ,23.6,14.66666667,112.13855,743.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  18 ,23.55,14,65.73081667,488.6833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  19 ,21.06666667,16.83333333,3.99315,21.28333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  20 ,17.41666667,25.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  21 ,16.2,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  22 ,15.51666667,26.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  23 ,14.78333333,28.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/15  24 ,14.8,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  01 ,14.08333333,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  02 ,13.71666667,30.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  03 ,12.6,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  04 ,13.26666667,28.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  05 ,13.63333333,27.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  06 ,12.56666667,31.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  07 ,11.58333333,34.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  08 ,10.91666667,37.66666667,21.09683333,72.49683333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  09 ,13.68333333,32.33333333,62.89371667,526.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  10 ,17.66666667,24,94.845,715.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  11 ,18.78333333,23.83333333,117.6957667,807.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  12 ,20.08333333,23,137.6219167,840.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  13 ,21.51666667,20,150.3395833,842.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  14 ,22.93333333,15.83333333,157.0657667,858.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  15 ,24.23333333,13.5,165.3621667,822.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  16 ,24.98333333,12.66666667,165.2143333,708.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  17 ,25.15,11.66666667,141.71145,517.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  18 ,24.78333333,13.16666667,71.7985,213.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  19 ,22.41666667,16.83333333,3.07435,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  20 ,18.88333333,23.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  21 ,19.13333333,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  22 ,19.68333333,23.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  23 ,18.41666667,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/16  24 ,16.81666667,30.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  01 ,15.75,33.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  02 ,14.61666667,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  03 ,13.01666667,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  04 ,12.11666667,45.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  05 ,11.75,48.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  06 ,12.15,49.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  07 ,12.28333333,50.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  08 ,11.7,53.16666667,17.94198333,93.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  09 ,14.2,44.83333333,64.5135,498.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  10 ,15.9,38,111.27715,658.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  11 ,17.31666667,33.83333333,160.3086667,705.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  12 ,18.81666667,30.33333333,213.6216,656.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  13 ,20.68333333,26.16666667,248.6841667,677.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  14 ,21.66666667,24.66666667,306.4148667,500.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  15 ,22.51666667,23.5,227.3756,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  16 ,23.26666667,22.66666667,213.5412333,525.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  17 ,23.81666667,21.66666667,177.4311,487.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  18 ,23.51666667,22.33333333,74.733,259.4066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  19 ,21.38333333,25.83333333,2.9174,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  20 ,18.65,31.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  21 ,18.03333333,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  22 ,18.08333333,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  23 ,17.01666667,36.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/17  24 ,16.38333333,36.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  01 ,15.91666667,39.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  02 ,14.91666667,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  03 ,14.1,45.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  04 ,13.6,46.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  05 ,12.86666667,49.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  06 ,12.23333333,51.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  07 ,12.23333333,51.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  08 ,11.71666667,54.5,29.80323333,15.29933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  09 ,13.6,49.16666667,115.98105,109.5883333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  10 ,15.61666667,41.16666667,154.5514333,335.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  11 ,16.48333333,38.83333333,201.2767167,503.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  12 ,18.38333333,33,328.5666167,419.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  13 ,19.7,30,259.6243333,697.8666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  14 ,21.21666667,27.33333333,289.7289833,624.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  15 ,22.4,24.83333333,210.3835667,745.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  16 ,22.91666667,23.16666667,178.3611833,677.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  17 ,23.73333333,21.66666667,132.6182833,608.4166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  18 ,23.51666667,21.16666667,72.96823333,371.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  19 ,21.35,25.33333333,4.0849,16.96666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  20 ,18.16666667,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  21 ,16.73333333,34.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  22 ,16.06666667,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  23 ,15.75,38.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/18  24 ,15.7,37.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  01 ,14.7,40.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  02 ,13.96666667,42.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  03 ,13.68333333,43.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  04 ,12.95,45.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  05 ,12.83333333,46.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  06 ,12.13333333,49.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  07 ,12.15,50.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  08 ,12.16666667,49.83333333,16.639,21.18833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  09 ,14.06666667,45.83333333,71.4294,441.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  10 ,16.98333333,36.83333333,168.9251,440.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  11 ,17.65,34.5,190.4616167,591.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  12 ,19.08333333,31.33333333,343.3810667,434.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  13 ,20.35,28.66666667,436.80295,245.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  14 ,21.91666667,26.16666667,414.9973333,342.4333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  15 ,22.86666667,23.66666667,149.9608667,924.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  16 ,23.28333333,22.5,266.2479,283.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  17 ,23.61666667,21.33333333,185.5081833,137.2933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  18 ,24.08333333,19.33333333,84.98026667,382.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  19 ,22.31666667,22.66666667,3.7331,2.301666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  20 ,19.61666667,29.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  21 ,18.26666667,32.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  22 ,17.98333333,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  23 ,17.38333333,33.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/19  24 ,17,31.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  01 ,16.95,30.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  02 ,16.8,28.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  03 ,16.36666667,30.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  04 ,15.26666667,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  05 ,14.86666667,34.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  06 ,13.78333333,37.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  07 ,14.31666667,33.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  08 ,14.88333333,29.33333333,10.26888333,71.17533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  09 ,17.13333333,28.33333333,44.02691667,618.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  10 ,20.31666667,25.66666667,70.47955,766.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  11 ,22.16666667,23,87.5219,883.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  12 ,22.93333333,22.66666667,153.11835,825.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  13 ,24.45,20.5,110.1657333,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  14 ,25.56666667,20.33333333,130.6147,929.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  15 ,26.2,20,125.2793667,912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  16 ,26.78333333,18.66666667,139.2748333,783.3666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 01/20  17 ,26.98333333,18.16666667,130.8871833,529.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
